trade_id,year,quarter,year_quarter,exporter_country_code,exporter_country,exporter_region,importer_country_code,importer_country,importer_region,hardware_type,hardware_category,volume_units,trade_value_usd_millions,primary_supplier,trade_route,export_control_applied,restriction_factor,geopolitical_sensitivity,geo_risk_score_exporter,geo_risk_score_importer,data_source,is_synthetic
TF002394,2025,4,2025-Q4,NL,Netherlands,Europe,KR,South Korea,Asia-Pacific,DUV_Lithography_Machine,Standard,54,1942.69,Nikon,Trans-Pacific / Suez,0,1.0,Low,2.02,4.9,UN Comtrade/WITS/SIA Reports,1
TF002395,2015,1,2015-Q1,NL,Netherlands,Europe,CN,China,Asia-Pacific,DUV_Lithography_Machine,Standard,54,3538.09,Canon,Trans-Pacific / Suez,0,1.0,High,2.06,7.37,UN Comtrade/WITS/SIA Reports,0
TF002396,2015,2,2015-Q2,NL,Netherlands,Europe,CN,China,Asia-Pacific,DUV_Lithography_Machine,Standard,25,948.82,Canon,Trans-Pacific / Suez,0,1.0,High,2.13,7.55,UN Comtrade/WITS/SIA Reports,0
TF002397,2015,3,2015-Q3,NL,Netherlands,Europe,CN,China,Asia-Pacific,DUV_Lithography_Machine,Standard,17,1128.28,Canon,Trans-Pacific / Suez,0,1.0,High,2.03,7.5,UN Comtrade/WITS/SIA Reports,0
TF002398,2015,4,2015-Q4,NL,Netherlands,Europe,CN,China,Asia-Pacific,DUV_Lithography_Machine,Standard,68,3516.68,Nikon,Trans-Pacific / Suez,0,1.0,High,2.15,7.39,UN Comtrade/WITS/SIA Reports,0
TF002399,2016,1,2016-Q1,NL,Netherlands,Europe,CN,China,Asia-Pacific,DUV_Lithography_Machine,Standard,46,1836.76,Nikon,Trans-Pacific / Suez,0,1.0,High,2.1,7.41,UN Comtrade/WITS/SIA Reports,0
TF002400,2016,2,2016-Q2,NL,Netherlands,Europe,CN,China,Asia-Pacific,DUV_Lithography_Machine,Standard,64,4402.28,Canon,Trans-Pacific / Suez,0,1.0,High,1.98,7.47,UN Comtrade/WITS/SIA Reports,0
TF002401,2016,3,2016-Q3,NL,Netherlands,Europe,CN,China,Asia-Pacific,DUV_Lithography_Machine,Standard,74,5791.4,ASML,Trans-Pacific / Suez,0,1.0,High,1.97,7.5,UN Comtrade/WITS/SIA Reports,0
TF002402,2016,4,2016-Q4,NL,Netherlands,Europe,CN,China,Asia-Pacific,DUV_Lithography_Machine,Standard,40,1935.43,ASML,Trans-Pacific / Suez,0,1.0,High,1.99,7.47,UN Comtrade/WITS/SIA Reports,0
TF002403,2017,1,2017-Q1,NL,Netherlands,Europe,CN,China,Asia-Pacific,DUV_Lithography_Machine,Standard,31,1448.89,Nikon,Trans-Pacific / Suez,0,1.0,High,2.16,7.52,UN Comtrade/WITS/SIA Reports,0
TF002404,2017,2,2017-Q2,NL,Netherlands,Europe,CN,China,Asia-Pacific,DUV_Lithography_Machine,Standard,67,3712.39,ASML,Trans-Pacific / Suez,0,1.0,High,1.95,7.29,UN Comtrade/WITS/SIA Reports,0
TF002405,2017,3,2017-Q3,NL,Netherlands,Europe,CN,China,Asia-Pacific,DUV_Lithography_Machine,Standard,67,3806.81,Nikon,Trans-Pacific / Suez,0,1.0,High,2.17,7.41,UN Comtrade/WITS/SIA Reports,0
TF002406,2017,4,2017-Q4,NL,Netherlands,Europe,CN,China,Asia-Pacific,DUV_Lithography_Machine,Standard,32,1892.02,Canon,Trans-Pacific / Suez,0,1.0,High,2.17,7.52,UN Comtrade/WITS/SIA Reports,0
TF002407,2018,1,2018-Q1,NL,Netherlands,Europe,CN,China,Asia-Pacific,DUV_Lithography_Machine,Standard,100,3584.94,Nikon,Trans-Pacific / Suez,0,1.0,High,1.95,7.55,UN Comtrade/WITS/SIA Reports,0
TF002408,2018,2,2018-Q2,NL,Netherlands,Europe,CN,China,Asia-Pacific,DUV_Lithography_Machine,Standard,74,3067.39,Nikon,Trans-Pacific / Suez,0,1.0,High,2.12,7.52,UN Comtrade/WITS/SIA Reports,0
TF002409,2018,3,2018-Q3,NL,Netherlands,Europe,CN,China,Asia-Pacific,DUV_Lithography_Machine,Standard,74,3281.35,Nikon,Trans-Pacific / Suez,0,1.0,High,2.14,7.35,UN Comtrade/WITS/SIA Reports,0
TF002410,2018,4,2018-Q4,NL,Netherlands,Europe,CN,China,Asia-Pacific,DUV_Lithography_Machine,Standard,45,1694.82,ASML,Trans-Pacific / Suez,0,1.0,High,2.22,7.37,UN Comtrade/WITS/SIA Reports,0
TF002411,2019,1,2019-Q1,NL,Netherlands,Europe,CN,China,Asia-Pacific,DUV_Lithography_Machine,Standard,60,2451.43,Nikon,Trans-Pacific / Suez,0,1.0,High,2.17,7.72,UN Comtrade/WITS/SIA Reports,0
TF002412,2019,2,2019-Q2,NL,Netherlands,Europe,CN,China,Asia-Pacific,DUV_Lithography_Machine,Standard,96,5668.65,ASML,Trans-Pacific / Suez,0,1.0,High,2.0,7.64,UN Comtrade/WITS/SIA Reports,0
TF002413,2019,3,2019-Q3,NL,Netherlands,Europe,CN,China,Asia-Pacific,DUV_Lithography_Machine,Standard,78,6020.7,Canon,Trans-Pacific / Suez,0,1.0,High,2.08,7.7,UN Comtrade/WITS/SIA Reports,0
TF002414,2019,4,2019-Q4,NL,Netherlands,Europe,CN,China,Asia-Pacific,DUV_Lithography_Machine,Standard,64,3851.43,Canon,Trans-Pacific / Suez,0,1.0,High,2.05,7.73,UN Comtrade/WITS/SIA Reports,0
TF002415,2020,1,2020-Q1,NL,Netherlands,Europe,CN,China,Asia-Pacific,DUV_Lithography_Machine,Standard,25,1137.39,ASML,Trans-Pacific / Suez,0,1.0,High,2.14,7.63,UN Comtrade/WITS/SIA Reports,0
TF002416,2020,2,2020-Q2,NL,Netherlands,Europe,CN,China,Asia-Pacific,DUV_Lithography_Machine,Standard,59,2625.45,Nikon,Trans-Pacific / Suez,0,1.0,High,2.08,7.69,UN Comtrade/WITS/SIA Reports,0
TF002417,2020,3,2020-Q3,NL,Netherlands,Europe,CN,China,Asia-Pacific,DUV_Lithography_Machine,Standard,79,4401.1,Canon,Trans-Pacific / Suez,0,1.0,High,2.01,7.71,UN Comtrade/WITS/SIA Reports,0
TF002418,2020,4,2020-Q4,NL,Netherlands,Europe,CN,China,Asia-Pacific,DUV_Lithography_Machine,Standard,28,1123.56,Nikon,Trans-Pacific / Suez,0,1.0,High,1.97,7.85,UN Comtrade/WITS/SIA Reports,0
TF002419,2021,1,2021-Q1,NL,Netherlands,Europe,CN,China,Asia-Pacific,DUV_Lithography_Machine,Standard,96,5897.59,ASML,Trans-Pacific / Suez,0,1.0,High,2.15,7.93,UN Comtrade/WITS/SIA Reports,0
TF002420,2021,2,2021-Q2,NL,Netherlands,Europe,CN,China,Asia-Pacific,DUV_Lithography_Machine,Standard,28,1802.6,Nikon,Trans-Pacific / Suez,0,1.0,High,2.18,7.94,UN Comtrade/WITS/SIA Reports,0
TF002421,2021,3,2021-Q3,NL,Netherlands,Europe,CN,China,Asia-Pacific,DUV_Lithography_Machine,Standard,51,3259.57,Canon,Trans-Pacific / Suez,0,1.0,High,2.16,8.05,UN Comtrade/WITS/SIA Reports,0
TF002422,2021,4,2021-Q4,NL,Netherlands,Europe,CN,China,Asia-Pacific,DUV_Lithography_Machine,Standard,98,5200.76,Nikon,Trans-Pacific / Suez,0,1.0,High,2.21,7.95,UN Comtrade/WITS/SIA Reports,0
TF002423,2022,1,2022-Q1,NL,Netherlands,Europe,CN,China,Asia-Pacific,DUV_Lithography_Machine,Standard,89,5284.4,Canon,Trans-Pacific / Suez,0,1.0,High,2.24,7.99,UN Comtrade/WITS/SIA Reports,0
TF002424,2022,2,2022-Q2,NL,Netherlands,Europe,CN,China,Asia-Pacific,DUV_Lithography_Machine,Standard,127,6626.76,Nikon,Trans-Pacific / Suez,0,1.0,High,2.13,8.11,UN Comtrade/WITS/SIA Reports,0
TF002425,2022,3,2022-Q3,NL,Netherlands,Europe,CN,China,Asia-Pacific,DUV_Lithography_Machine,Standard,109,6957.62,Canon,Trans-Pacific / Suez,0,1.0,High,2.04,8.06,UN Comtrade/WITS/SIA Reports,0
TF002426,2022,4,2022-Q4,NL,Netherlands,Europe,CN,China,Asia-Pacific,DUV_Lithography_Machine,Standard,35,2551.58,Canon,Trans-Pacific / Suez,0,1.0,High,2.03,8.15,UN Comtrade/WITS/SIA Reports,0
TF002427,2023,1,2023-Q1,NL,Netherlands,Europe,CN,China,Asia-Pacific,DUV_Lithography_Machine,Standard,67,3473.71,Canon,Trans-Pacific / Suez,1,0.6,High,2.16,8.25,UN Comtrade/WITS/SIA Reports,0
TF002428,2023,2,2023-Q2,NL,Netherlands,Europe,CN,China,Asia-Pacific,DUV_Lithography_Machine,Standard,89,5697.54,ASML,Trans-Pacific / Suez,1,0.6,High,2.14,8.26,UN Comtrade/WITS/SIA Reports,0
TF002429,2015,1,2015-Q1,NL,Netherlands,Europe,CN,China,Asia-Pacific,EUV_Lithography_Machine,Advanced,5,730.13,ASML,Trans-Pacific / Suez,0,1.0,High,2.18,7.41,UN Comtrade/WITS/SIA Reports,0
TF002430,2015,2,2015-Q2,NL,Netherlands,Europe,CN,China,Asia-Pacific,EUV_Lithography_Machine,Advanced,5,964.76,ASML,Trans-Pacific / Suez,0,1.0,High,2.02,7.38,UN Comtrade/WITS/SIA Reports,0
TF002431,2015,3,2015-Q3,NL,Netherlands,Europe,CN,China,Asia-Pacific,EUV_Lithography_Machine,Advanced,31,5004.56,ASML,Trans-Pacific / Suez,0,1.0,High,2.23,7.38,UN Comtrade/WITS/SIA Reports,0
TF002432,2015,4,2015-Q4,NL,Netherlands,Europe,CN,China,Asia-Pacific,EUV_Lithography_Machine,Advanced,20,4220.74,ASML,Trans-Pacific / Suez,0,1.0,High,1.95,7.47,UN Comtrade/WITS/SIA Reports,0
TF002433,2016,1,2016-Q1,NL,Netherlands,Europe,CN,China,Asia-Pacific,EUV_Lithography_Machine,Advanced,9,1431.1,ASML,Trans-Pacific / Suez,0,1.0,High,2.08,7.53,UN Comtrade/WITS/SIA Reports,0
TF002434,2016,2,2016-Q2,NL,Netherlands,Europe,CN,China,Asia-Pacific,EUV_Lithography_Machine,Advanced,22,3729.26,ASML,Trans-Pacific / Suez,0,1.0,High,1.95,7.49,UN Comtrade/WITS/SIA Reports,0
TF002435,2016,3,2016-Q3,NL,Netherlands,Europe,CN,China,Asia-Pacific,EUV_Lithography_Machine,Advanced,25,4816.21,ASML,Trans-Pacific / Suez,0,1.0,High,2.01,7.45,UN Comtrade/WITS/SIA Reports,0
TF002436,2016,4,2016-Q4,NL,Netherlands,Europe,CN,China,Asia-Pacific,EUV_Lithography_Machine,Advanced,24,3362.89,ASML,Trans-Pacific / Suez,0,1.0,High,2.17,7.34,UN Comtrade/WITS/SIA Reports,0
TF002437,2017,1,2017-Q1,NL,Netherlands,Europe,CN,China,Asia-Pacific,EUV_Lithography_Machine,Advanced,27,3962.59,ASML,Trans-Pacific / Suez,0,1.0,High,2.17,7.34,UN Comtrade/WITS/SIA Reports,0
TF002438,2017,2,2017-Q2,NL,Netherlands,Europe,CN,China,Asia-Pacific,EUV_Lithography_Machine,Advanced,11,2210.35,ASML,Trans-Pacific / Suez,0,1.0,High,1.99,7.38,UN Comtrade/WITS/SIA Reports,0
TF002439,2017,3,2017-Q3,NL,Netherlands,Europe,CN,China,Asia-Pacific,EUV_Lithography_Machine,Advanced,32,5464.73,ASML,Trans-Pacific / Suez,0,1.0,High,2.21,7.52,UN Comtrade/WITS/SIA Reports,0
TF002440,2017,4,2017-Q4,NL,Netherlands,Europe,CN,China,Asia-Pacific,EUV_Lithography_Machine,Advanced,28,3961.23,ASML,Trans-Pacific / Suez,0,1.0,High,2.07,7.46,UN Comtrade/WITS/SIA Reports,0
TF002441,2018,1,2018-Q1,NL,Netherlands,Europe,CN,China,Asia-Pacific,EUV_Lithography_Machine,Advanced,31,4912.25,ASML,Trans-Pacific / Suez,0,1.0,High,2.06,7.28,UN Comtrade/WITS/SIA Reports,0
TF002442,2018,2,2018-Q2,NL,Netherlands,Europe,CN,China,Asia-Pacific,EUV_Lithography_Machine,Advanced,26,5319.27,ASML,Trans-Pacific / Suez,0,1.0,High,2.02,7.35,UN Comtrade/WITS/SIA Reports,0
TF002443,2018,3,2018-Q3,NL,Netherlands,Europe,CN,China,Asia-Pacific,EUV_Lithography_Machine,Advanced,7,1248.03,ASML,Trans-Pacific / Suez,0,1.0,High,2.19,7.52,UN Comtrade/WITS/SIA Reports,0
TF002444,2018,4,2018-Q4,NL,Netherlands,Europe,CN,China,Asia-Pacific,EUV_Lithography_Machine,Advanced,24,3618.91,ASML,Trans-Pacific / Suez,0,1.0,High,2.21,7.25,UN Comtrade/WITS/SIA Reports,0
TF002445,2015,1,2015-Q1,NL,Netherlands,Europe,US,United States,North America,DUV_Lithography_Machine,Standard,42,2059.03,ASML,Intra-Atlantic,0,1.0,Low,2.23,3.06,UN Comtrade/WITS/SIA Reports,0
TF002446,2015,2,2015-Q2,NL,Netherlands,Europe,US,United States,North America,DUV_Lithography_Machine,Standard,46,2135.01,Canon,Intra-Atlantic,0,1.0,Low,2.08,3.25,UN Comtrade/WITS/SIA Reports,0
TF002447,2015,3,2015-Q3,NL,Netherlands,Europe,US,United States,North America,DUV_Lithography_Machine,Standard,15,1249.55,Canon,Intra-Atlantic,0,1.0,Low,2.0,3.12,UN Comtrade/WITS/SIA Reports,0
TF002448,2015,4,2015-Q4,NL,Netherlands,Europe,US,United States,North America,DUV_Lithography_Machine,Standard,17,614.54,ASML,Intra-Atlantic,0,1.0,Low,2.25,3.14,UN Comtrade/WITS/SIA Reports,0
TF002449,2016,1,2016-Q1,NL,Netherlands,Europe,US,United States,North America,DUV_Lithography_Machine,Standard,23,1211.64,Nikon,Intra-Atlantic,0,1.0,Low,2.21,3.13,UN Comtrade/WITS/SIA Reports,0
TF002450,2016,2,2016-Q2,NL,Netherlands,Europe,US,United States,North America,DUV_Lithography_Machine,Standard,31,1063.16,Canon,Intra-Atlantic,0,1.0,Low,1.98,3.18,UN Comtrade/WITS/SIA Reports,0
TF002451,2016,3,2016-Q3,NL,Netherlands,Europe,US,United States,North America,DUV_Lithography_Machine,Standard,50,2300.65,Nikon,Intra-Atlantic,0,1.0,Low,2.23,3.32,UN Comtrade/WITS/SIA Reports,0
TF002452,2016,4,2016-Q4,NL,Netherlands,Europe,US,United States,North America,DUV_Lithography_Machine,Standard,39,1911.37,ASML,Intra-Atlantic,0,1.0,Low,2.07,3.27,UN Comtrade/WITS/SIA Reports,0
TF002453,2017,1,2017-Q1,NL,Netherlands,Europe,US,United States,North America,DUV_Lithography_Machine,Standard,80,5235.72,Nikon,Intra-Atlantic,0,1.0,Low,2.05,3.22,UN Comtrade/WITS/SIA Reports,0
TF002454,2017,2,2017-Q2,NL,Netherlands,Europe,US,United States,North America,DUV_Lithography_Machine,Standard,33,1596.9,Canon,Intra-Atlantic,0,1.0,Low,2.01,3.31,UN Comtrade/WITS/SIA Reports,0
TF002455,2017,3,2017-Q3,NL,Netherlands,Europe,US,United States,North America,DUV_Lithography_Machine,Standard,51,3022.46,Canon,Intra-Atlantic,0,1.0,Low,2.16,3.16,UN Comtrade/WITS/SIA Reports,0
TF002456,2017,4,2017-Q4,NL,Netherlands,Europe,US,United States,North America,DUV_Lithography_Machine,Standard,60,3296.91,Nikon,Intra-Atlantic,0,1.0,Low,1.97,3.19,UN Comtrade/WITS/SIA Reports,0
TF002457,2018,1,2018-Q1,NL,Netherlands,Europe,US,United States,North America,DUV_Lithography_Machine,Standard,70,4684.69,Canon,Intra-Atlantic,0,1.0,Low,2.1,3.09,UN Comtrade/WITS/SIA Reports,0
TF002458,2018,2,2018-Q2,NL,Netherlands,Europe,US,United States,North America,DUV_Lithography_Machine,Standard,45,2600.92,Nikon,Intra-Atlantic,0,1.0,Low,2.19,3.14,UN Comtrade/WITS/SIA Reports,0
TF002459,2018,3,2018-Q3,NL,Netherlands,Europe,US,United States,North America,DUV_Lithography_Machine,Standard,54,3023.48,Canon,Intra-Atlantic,0,1.0,Low,2.02,3.09,UN Comtrade/WITS/SIA Reports,0
TF002460,2018,4,2018-Q4,NL,Netherlands,Europe,US,United States,North America,DUV_Lithography_Machine,Standard,25,955.21,Canon,Intra-Atlantic,0,1.0,Low,1.95,3.24,UN Comtrade/WITS/SIA Reports,0
TF002461,2019,1,2019-Q1,NL,Netherlands,Europe,US,United States,North America,DUV_Lithography_Machine,Standard,105,3904.63,Canon,Intra-Atlantic,0,1.0,Low,2.05,3.22,UN Comtrade/WITS/SIA Reports,0
TF002462,2019,2,2019-Q2,NL,Netherlands,Europe,US,United States,North America,DUV_Lithography_Machine,Standard,94,3128.3,Nikon,Intra-Atlantic,0,1.0,Low,2.23,3.38,UN Comtrade/WITS/SIA Reports,0
TF002463,2019,3,2019-Q3,NL,Netherlands,Europe,US,United States,North America,DUV_Lithography_Machine,Standard,68,4571.16,Canon,Intra-Atlantic,0,1.0,Low,2.07,3.3,UN Comtrade/WITS/SIA Reports,0
TF002464,2019,4,2019-Q4,NL,Netherlands,Europe,US,United States,North America,DUV_Lithography_Machine,Standard,27,1230.35,Canon,Intra-Atlantic,0,1.0,Low,2.11,3.38,UN Comtrade/WITS/SIA Reports,0
TF002465,2020,1,2020-Q1,NL,Netherlands,Europe,US,United States,North America,DUV_Lithography_Machine,Standard,90,3217.35,Nikon,Intra-Atlantic,0,1.0,Low,2.07,3.26,UN Comtrade/WITS/SIA Reports,0
TF002466,2020,2,2020-Q2,NL,Netherlands,Europe,US,United States,North America,DUV_Lithography_Machine,Standard,34,1903.13,Nikon,Intra-Atlantic,0,1.0,Low,2.19,3.3,UN Comtrade/WITS/SIA Reports,0
TF002467,2020,3,2020-Q3,NL,Netherlands,Europe,US,United States,North America,DUV_Lithography_Machine,Standard,92,6327.65,ASML,Intra-Atlantic,0,1.0,Low,2.1,3.25,UN Comtrade/WITS/SIA Reports,0
TF002468,2020,4,2020-Q4,NL,Netherlands,Europe,US,United States,North America,DUV_Lithography_Machine,Standard,70,3218.64,Nikon,Intra-Atlantic,0,1.0,Low,2.03,3.41,UN Comtrade/WITS/SIA Reports,0
TF002469,2021,1,2021-Q1,NL,Netherlands,Europe,US,United States,North America,DUV_Lithography_Machine,Standard,119,3878.35,Nikon,Intra-Atlantic,0,1.0,Low,2.19,3.35,UN Comtrade/WITS/SIA Reports,0
TF002470,2021,2,2021-Q2,NL,Netherlands,Europe,US,United States,North America,DUV_Lithography_Machine,Standard,108,5775.52,Canon,Intra-Atlantic,0,1.0,Low,2.11,3.24,UN Comtrade/WITS/SIA Reports,0
TF002471,2021,3,2021-Q3,NL,Netherlands,Europe,US,United States,North America,DUV_Lithography_Machine,Standard,48,2866.7,ASML,Intra-Atlantic,0,1.0,Low,1.99,3.26,UN Comtrade/WITS/SIA Reports,0
TF002472,2021,4,2021-Q4,NL,Netherlands,Europe,US,United States,North America,DUV_Lithography_Machine,Standard,86,5129.15,Nikon,Intra-Atlantic,0,1.0,Low,2.0,3.25,UN Comtrade/WITS/SIA Reports,0
TF002473,2022,1,2022-Q1,NL,Netherlands,Europe,US,United States,North America,DUV_Lithography_Machine,Standard,55,3825.87,Canon,Intra-Atlantic,0,1.0,Low,2.21,3.52,UN Comtrade/WITS/SIA Reports,0
TF002474,2022,2,2022-Q2,NL,Netherlands,Europe,US,United States,North America,DUV_Lithography_Machine,Standard,115,7240.9,Nikon,Intra-Atlantic,0,1.0,Low,2.13,3.39,UN Comtrade/WITS/SIA Reports,0
TF002475,2022,3,2022-Q3,NL,Netherlands,Europe,US,United States,North America,DUV_Lithography_Machine,Standard,40,2277.37,Canon,Intra-Atlantic,0,1.0,Low,2.13,3.4,UN Comtrade/WITS/SIA Reports,0
TF002476,2022,4,2022-Q4,NL,Netherlands,Europe,US,United States,North America,DUV_Lithography_Machine,Standard,66,3819.44,Canon,Intra-Atlantic,0,1.0,Low,2.22,3.34,UN Comtrade/WITS/SIA Reports,0
TF002477,2023,1,2023-Q1,NL,Netherlands,Europe,US,United States,North America,DUV_Lithography_Machine,Standard,47,2493.07,Canon,Intra-Atlantic,0,1.0,Low,2.17,3.63,UN Comtrade/WITS/SIA Reports,0
TF002478,2023,2,2023-Q2,NL,Netherlands,Europe,US,United States,North America,DUV_Lithography_Machine,Standard,144,5322.28,ASML,Intra-Atlantic,0,1.0,Low,2.13,3.37,UN Comtrade/WITS/SIA Reports,0
TF002479,2023,3,2023-Q3,NL,Netherlands,Europe,US,United States,North America,DUV_Lithography_Machine,Standard,94,6927.52,Canon,Intra-Atlantic,0,1.0,Low,2.2,3.4,UN Comtrade/WITS/SIA Reports,0
TF002480,2023,4,2023-Q4,NL,Netherlands,Europe,US,United States,North America,DUV_Lithography_Machine,Standard,135,5485.51,Nikon,Intra-Atlantic,0,1.0,Low,1.99,3.49,UN Comtrade/WITS/SIA Reports,0
TF002481,2024,1,2024-Q1,NL,Netherlands,Europe,US,United States,North America,DUV_Lithography_Machine,Standard,40,1713.75,Nikon,Intra-Atlantic,0,1.0,Low,1.96,3.54,UN Comtrade/WITS/SIA Reports,1
TF002482,2024,2,2024-Q2,NL,Netherlands,Europe,US,United States,North America,DUV_Lithography_Machine,Standard,171,11776.04,Canon,Intra-Atlantic,0,1.0,Low,2.0,3.68,UN Comtrade/WITS/SIA Reports,1
TF002483,2024,3,2024-Q3,NL,Netherlands,Europe,US,United States,North America,DUV_Lithography_Machine,Standard,57,4482.64,Canon,Intra-Atlantic,0,1.0,Low,2.18,3.63,UN Comtrade/WITS/SIA Reports,1
TF002484,2024,4,2024-Q4,NL,Netherlands,Europe,US,United States,North America,DUV_Lithography_Machine,Standard,63,2759.17,Canon,Intra-Atlantic,0,1.0,Low,2.16,3.48,UN Comtrade/WITS/SIA Reports,1
TF002485,2025,1,2025-Q1,NL,Netherlands,Europe,US,United States,North America,DUV_Lithography_Machine,Standard,163,9698.02,ASML,Intra-Atlantic,0,1.0,Low,2.09,3.71,UN Comtrade/WITS/SIA Reports,1
TF002486,2025,2,2025-Q2,NL,Netherlands,Europe,US,United States,North America,DUV_Lithography_Machine,Standard,143,7097.52,Canon,Intra-Atlantic,0,1.0,Low,2.03,3.56,UN Comtrade/WITS/SIA Reports,1
TF002487,2025,3,2025-Q3,NL,Netherlands,Europe,US,United States,North America,DUV_Lithography_Machine,Standard,84,3606.66,ASML,Intra-Atlantic,0,1.0,Low,2.09,3.74,UN Comtrade/WITS/SIA Reports,1
TF002488,2025,4,2025-Q4,NL,Netherlands,Europe,US,United States,North America,DUV_Lithography_Machine,Standard,154,8361.73,Canon,Intra-Atlantic,0,1.0,Low,1.98,3.75,UN Comtrade/WITS/SIA Reports,1
TF002489,2015,1,2015-Q1,NL,Netherlands,Europe,US,United States,North America,Semiconductor_Equipment,Standard,27,138.74,Tokyo Electron,Intra-Atlantic,0,1.0,Low,2.06,3.28,UN Comtrade/WITS/SIA Reports,0
TF002490,2015,2,2015-Q2,NL,Netherlands,Europe,US,United States,North America,Semiconductor_Equipment,Standard,29,146.92,Lam Research,Intra-Atlantic,0,1.0,Low,2.16,3.06,UN Comtrade/WITS/SIA Reports,0
TF002491,2015,3,2015-Q3,NL,Netherlands,Europe,US,United States,North America,Semiconductor_Equipment,Standard,35,176.82,ASML,Intra-Atlantic,0,1.0,Low,2.08,3.24,UN Comtrade/WITS/SIA Reports,0
TF002492,2015,4,2015-Q4,NL,Netherlands,Europe,US,United States,North America,Semiconductor_Equipment,Standard,26,134.37,ASML,Intra-Atlantic,0,1.0,Low,2.15,3.28,UN Comtrade/WITS/SIA Reports,0
TF002493,2016,1,2016-Q1,NL,Netherlands,Europe,US,United States,North America,Semiconductor_Equipment,Standard,30,153.71,Tokyo Electron,Intra-Atlantic,0,1.0,Low,2.14,3.19,UN Comtrade/WITS/SIA Reports,0
TF002494,2016,2,2016-Q2,NL,Netherlands,Europe,US,United States,North America,Semiconductor_Equipment,Standard,38,193.52,Lam Research,Intra-Atlantic,0,1.0,Low,2.1,3.3,UN Comtrade/WITS/SIA Reports,0
TF002495,2016,3,2016-Q3,NL,Netherlands,Europe,US,United States,North America,Semiconductor_Equipment,Standard,39,198.7,Lam Research,Intra-Atlantic,0,1.0,Low,2.07,3.12,UN Comtrade/WITS/SIA Reports,0
TF002496,2016,4,2016-Q4,NL,Netherlands,Europe,US,United States,North America,Semiconductor_Equipment,Standard,31,159.52,Applied Materials,Intra-Atlantic,0,1.0,Low,2.2,3.12,UN Comtrade/WITS/SIA Reports,0
TF002497,2017,1,2017-Q1,NL,Netherlands,Europe,US,United States,North America,Semiconductor_Equipment,Standard,34,173.91,ASML,Intra-Atlantic,0,1.0,Low,2.19,3.16,UN Comtrade/WITS/SIA Reports,0
TF002498,2017,2,2017-Q2,NL,Netherlands,Europe,US,United States,North America,Semiconductor_Equipment,Standard,40,204.34,Applied Materials,Intra-Atlantic,0,1.0,Low,2.02,3.08,UN Comtrade/WITS/SIA Reports,0
TF002499,2017,3,2017-Q3,NL,Netherlands,Europe,US,United States,North America,Semiconductor_Equipment,Standard,44,221.73,Lam Research,Intra-Atlantic,0,1.0,Low,1.98,3.13,UN Comtrade/WITS/SIA Reports,0
TF002500,2017,4,2017-Q4,NL,Netherlands,Europe,US,United States,North America,Semiconductor_Equipment,Standard,39,197.95,Applied Materials,Intra-Atlantic,0,1.0,Low,2.05,3.34,UN Comtrade/WITS/SIA Reports,0
TF002501,2018,1,2018-Q1,NL,Netherlands,Europe,US,United States,North America,Semiconductor_Equipment,Standard,42,213.1,Tokyo Electron,Intra-Atlantic,0,1.0,Low,2.03,3.06,UN Comtrade/WITS/SIA Reports,0
TF002502,2018,2,2018-Q2,NL,Netherlands,Europe,US,United States,North America,Semiconductor_Equipment,Standard,45,229.15,KLA,Intra-Atlantic,0,1.0,Low,2.09,3.08,UN Comtrade/WITS/SIA Reports,0
TF002503,2018,3,2018-Q3,NL,Netherlands,Europe,US,United States,North America,Semiconductor_Equipment,Standard,48,240.3,Tokyo Electron,Intra-Atlantic,0,1.0,Low,1.96,3.31,UN Comtrade/WITS/SIA Reports,0
TF002504,2018,4,2018-Q4,NL,Netherlands,Europe,US,United States,North America,Semiconductor_Equipment,Standard,36,184.12,Lam Research,Intra-Atlantic,0,1.0,Low,1.99,3.1,UN Comtrade/WITS/SIA Reports,0
TF002505,2019,1,2019-Q1,NL,Netherlands,Europe,US,United States,North America,Semiconductor_Equipment,Standard,45,227.37,Tokyo Electron,Intra-Atlantic,0,1.0,Low,2.16,3.35,UN Comtrade/WITS/SIA Reports,0
TF002506,2019,2,2019-Q2,NL,Netherlands,Europe,US,United States,North America,Semiconductor_Equipment,Standard,45,228.25,Lam Research,Intra-Atlantic,0,1.0,Low,2.05,3.18,UN Comtrade/WITS/SIA Reports,0
TF002507,2019,3,2019-Q3,NL,Netherlands,Europe,US,United States,North America,Semiconductor_Equipment,Standard,48,244.11,Tokyo Electron,Intra-Atlantic,0,1.0,Low,2.12,3.3,UN Comtrade/WITS/SIA Reports,0
TF002508,2019,4,2019-Q4,NL,Netherlands,Europe,US,United States,North America,Semiconductor_Equipment,Standard,40,203.41,ASML,Intra-Atlantic,0,1.0,Low,2.23,3.16,UN Comtrade/WITS/SIA Reports,0
TF002509,2020,1,2020-Q1,NL,Netherlands,Europe,US,United States,North America,Semiconductor_Equipment,Standard,44,222.57,ASML,Intra-Atlantic,0,1.0,Low,1.95,3.31,UN Comtrade/WITS/SIA Reports,0
TF002510,2020,2,2020-Q2,NL,Netherlands,Europe,US,United States,North America,Semiconductor_Equipment,Standard,43,219.65,Tokyo Electron,Intra-Atlantic,0,1.0,Low,2.08,3.34,UN Comtrade/WITS/SIA Reports,0
